project_start_date,reporting_construction_type,extended_affordability_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,all_counted_units,total_units
2014-12-12,0,0,0,15,75,26,181,298,298
2014-12-11,0,0,0,0,54,0,0,54,270
2014-12-10,0,0,0,0,19,0,0,19,94
2014-12-10,0,0,0,0,1,0,0,1,1
2014-12-10,1,0,0,0,0,2,0,2,2
2014-12-09,0,0,0,0,1,0,0,1,1
2014-12-09,0,0,0,0,1,0,0,1,1
2014-12-09,1,0,0,0,98,0,0,99,99
2014-12-08,0,0,0,0,1,0,0,1,1
2014-12-08,0,0,0,0,1,0,0,1,1
2014-12-05,1,0,0,0,1,0,0,1,1
2014-12-04,0,0,0,0,11,0,0,11,55
2014-12-04,1,0,0,0,10,0,0,11,11
2014-12-04,1,0,0,0,51,2,0,54,54
2014-12-04,1,0,0,0,8,4,0,12,12
2014-12-04,1,0,0,0,18,25,0,44,44
2014-12-04,1,0,0,0,9,18,0,27,27
2014-12-04,1,0,0,0,25,24,0,49,49
2014-12-04,1,0,0,0,8,9,0,18,18
2014-12-04,1,0,0,0,13,0,0,13,13
2014-12-04,1,0,0,0,4,0,0,4,4
2014-12-04,1,0,0,0,12,0,0,12,12
2014-12-04,1,0,0,0,10,4,0,15,15
2014-12-04,1,0,0,0,2,8,0,10,10
2014-12-04,1,0,0,0,3,7,0,10,10
2014-12-04,1,0,0,0,8,6,0,15,15
2014-12-04,1,0,0,0,3,11,0,15,15
2014-12-04,1,0,0,0,6,10,0,16,16
2014-12-04,1,0,0,0,16,24,0,41,41
2014-12-04,1,0,0,0,0,7,0,7,7
2014-12-04,1,0,0,0,6,12,0,18,18
2014-12-04,1,0,0,0,8,0,0,8,8
2014-12-04,1,0,0,0,0,1,0,1,1
2014-12-04,0,0,0,0,1,0,0,1,1
2014-12-04,1,0,0,0,0,0,1,1,1
2014-12-03,1,0,0,0,0,0,1,1,1
2014-12-03,0,0,0,0,76,0,0,77,378
2014-12-02,0,0,0,1,0,0,0,1,1
2014-12-02,0,0,0,0,2,0,0,2,8
2014-11-26,1,0,0,0,2,0,0,2,2
2014-11-26,0,0,0,0,1,0,0,1,1
2014-11-25,0,0,0,0,0,4,0,4,4
2014-11-25,0,0,0,0,0,4,0,4,4
2014-11-25,0,0,0,0,0,4,0,4,4
2014-11-25,0,0,0,0,0,4,0,4,4
2014-11-25,0,0,0,0,0,4,0,4,4
2014-11-25,0,0,0,0,0,4,0,4,4
2014-11-25,0,0,0,0,0,4,0,4,4
2014-11-25,0,0,0,0,0,4,0,4,4
2014-11-25,0,0,0,0,0,4,0,4,4
2014-11-25,0,0,0,0,143,0,0,143,714
2014-11-25,0,0,0,0,1,0,0,1,1
2014-11-25,0,0,0,0,1,0,0,1,1
2014-11-25,0,0,0,0,1,0,0,1,1
2014-11-25,0,0,0,0,1,0,0,1,1
2014-11-25,1,0,0,0,80,0,66,147,147
2014-11-25,1,0,0,0,181,0,0,182,182
2014-11-24,0,0,0,0,13,0,0,13,64
2014-11-24,0,0,0,0,22,0,0,22,56
2014-11-24,0,1,0,0,0,11,22,34,56
2014-11-24,1,0,0,0,3,0,0,3,3
2014-11-24,1,0,0,0,0,0,1,1,1
2014-11-24,1,0,0,0,0,0,1,1,1
2014-11-21,1,0,2,0,0,0,0,2,2
2014-11-20,0,0,0,0,1,0,0,1,1
2014-11-19,0,0,0,0,1,0,0,1,1
2014-11-19,0,0,0,0,2,0,0,2,8
2014-11-14,0,0,0,0,1,0,0,1,1
2014-11-14,0,0,0,0,1,0,0,1,1
2014-11-14,0,0,0,0,1,0,0,1,1
2014-11-13,1,1,29,1,0,0,0,30,30
2014-11-13,0,0,0,0,1,0,0,1,1
2014-11-13,0,0,1,0,0,0,0,1,1
2014-11-13,1,0,0,0,102,0,0,103,103
2014-11-12,0,0,0,0,1,0,0,1,1
2014-11-12,0,0,0,0,1,0,0,1,1
2014-11-10,0,0,0,0,1,0,0,1,1
2014-11-10,1,0,0,0,0,0,1,1,1
2014-11-07,1,1,0,0,69,0,0,70,70
2014-11-07,1,0,0,0,1,0,0,1,1
2014-11-06,1,0,0,0,0,0,1,1,1
2014-11-03,0,0,0,0,1,0,0,1,1
2014-11-01,1,0,0,0,1,0,0,1,1
2014-11-01,1,0,0,0,2,0,0,2,2
2014-10-31,0,0,0,0,1,0,0,1,1
2014-10-31,0,0,0,0,1,0,0,1,1
2014-10-30,1,1,0,0,35,0,0,36,36
2014-10-30,1,1,0,0,31,0,0,31,31
2014-10-30,1,1,38,15,5,0,0,59,59
2014-10-30,1,1,67,15,5,0,0,88,88
2014-10-30,0,0,0,103,103,52,0,258,1028
2014-10-30,0,0,0,0,1,0,0,1,1
2014-10-30,1,0,0,0,0,0,1,1,1
2014-10-30,1,0,0,0,0,0,1,1,1
2014-10-30,0,0,8,3,42,0,0,54,54
2014-10-29,1,1,88,15,6,0,0,110,110
2014-10-29,1,1,97,26,7,0,0,131,131
2014-10-29,1,0,0,0,0,0,1,1,1
2014-10-28,1,0,0,0,31,0,0,32,32
2014-10-28,1,0,0,0,0,0,1,1,1
2014-10-27,1,0,0,2,0,0,0,2,2
2014-10-24,0,0,0,0,1,0,0,1,1
2014-10-24,0,0,0,0,4,0,0,4,8
2014-10-24,0,0,0,0,18,0,0,18,88
2014-10-23,0,0,0,0,1,0,0,1,1
2014-10-22,0,0,0,0,1,0,0,1,1
2014-10-21,0,0,0,0,1,0,0,1,1
2014-10-21,1,0,0,0,0,0,1,1,1
2014-10-20,1,0,0,0,0,2,0,2,2
2014-10-20,0,0,0,1,0,0,0,1,1
2014-10-17,0,0,0,0,1,0,0,1,1
2014-10-16,0,0,0,0,1,0,0,1,1
2014-10-16,0,0,0,0,1,0,0,1,1
2014-10-16,0,0,0,142,0,0,0,143,709
2014-10-15,0,0,0,0,7,0,0,7,34
2014-10-14,0,0,0,0,1,0,0,1,1
2014-10-09,1,0,0,0,0,2,0,2,2
2014-10-09,1,0,0,0,0,0,1,1,1
2014-10-08,0,0,0,0,19,0,0,19,95
2014-10-07,0,0,0,0,1,0,0,1,1
2014-10-07,0,0,0,0,1,0,0,1,1
2014-10-06,0,0,0,0,1,0,0,1,1
2014-10-03,1,0,0,0,0,1,0,1,1
2014-10-02,0,0,0,0,79,0,0,80,80
2014-10-02,1,0,0,0,0,0,1,1,1
2014-09-30,0,0,0,0,1,0,0,1,1
2014-09-30,0,0,0,0,1,0,0,1,1
2014-09-30,0,0,0,0,1,0,0,1,1
2014-09-30,1,0,0,0,0,0,1,1,1
2014-09-29,1,0,0,0,2,0,0,2,2
2014-09-25,0,0,0,0,1,0,0,1,1
2014-09-25,1,0,0,0,0,0,1,1,1
2014-09-24,1,0,0,0,0,0,1,1,1
2014-09-23,1,0,0,0,2,0,0,2,2
2014-09-23,1,0,0,0,0,0,343,343,343
2014-09-19,1,0,39,0,14,0,0,53,53
2014-09-19,1,0,0,0,56,0,0,56,56
2014-09-19,0,0,0,0,1,0,0,1,1
2014-09-19,1,0,0,0,0,0,1,1,1
2014-09-17,0,0,0,0,1,0,0,1,1
2014-09-17,1,0,0,0,0,0,1,1,1
2014-09-16,0,0,0,0,10,0,0,10,44
2014-09-16,0,0,0,0,1,0,0,1,1
2014-09-12,0,0,0,0,1,0,0,1,1
2014-09-12,0,0,0,0,1,0,0,1,1
2014-09-12,0,0,0,0,1,0,0,1,1
2014-09-12,1,0,0,0,0,0,1,1,1
2014-09-11,1,0,0,0,0,0,1,1,1
2014-09-11,1,0,0,0,0,0,1,1,1
2014-09-10,1,1,0,0,8,0,0,8,8
2014-09-10,1,1,0,0,4,0,0,4,4
2014-09-10,1,1,0,0,10,0,0,11,11
2014-09-10,1,1,0,0,6,0,0,6,6
2014-09-10,1,1,0,0,8,0,0,8,8
2014-09-10,1,1,0,0,3,0,0,3,3
2014-09-10,1,1,0,0,4,0,0,4,4
2014-09-10,1,1,0,0,4,0,0,4,4
2014-09-10,1,1,0,0,3,0,0,3,3
2014-09-10,1,1,0,0,8,0,0,8,8
2014-09-10,1,1,0,0,11,0,0,12,12
2014-09-10,1,1,0,0,4,0,0,4,4
2014-09-10,1,1,0,0,4,0,0,4,4
2014-09-10,1,1,0,0,8,0,0,8,8
2014-09-10,1,1,0,0,10,0,0,10,10
2014-09-10,1,1,0,0,7,0,0,7,7
2014-09-10,1,1,0,0,6,0,0,6,6
2014-09-10,1,1,0,0,15,0,0,16,16
2014-09-10,0,0,0,0,1,0,0,1,1
2014-09-09,0,0,8,42,0,0,0,51,51
2014-09-09,0,0,0,0,1,0,0,1,1
2014-09-09,1,0,0,0,0,0,1,1,1
2014-09-05,1,0,0,0,0,3,0,3,3
2014-09-05,1,0,0,0,0,0,1,1,1
2014-09-04,1,0,0,0,0,0,1,1,1
2014-09-03,1,0,0,0,0,3,0,3,3
2014-09-03,1,0,0,0,0,0,1,1,1
2014-09-03,1,0,0,0,0,0,1,1,1
2014-09-01,1,0,0,0,2,0,0,2,2
2014-08-29,0,0,0,0,1,0,0,1,1
2014-08-28,0,0,0,0,1,0,0,1,1
2014-08-28,1,0,0,0,0,0,1,1,1
2014-08-28,1,0,0,0,0,0,1,1,1
2014-08-27,1,0,0,0,0,0,1,1,1
2014-08-26,0,0,0,0,86,0,0,86,429
2014-08-25,0,0,0,0,1,0,0,1,1
2014-08-22,1,0,0,0,2,0,0,2,2
2014-08-21,0,0,61,0,0,0,0,62,62
2014-08-19,1,0,0,0,0,0,1,1,1
2014-08-19,0,0,0,0,57,0,0,57,57
2014-08-19,0,0,0,0,58,0,0,59,514
2014-08-18,0,0,0,0,1,0,0,1,1
2014-08-18,0,0,0,0,1,0,0,1,1
2014-08-14,1,0,0,0,0,1,0,1,1
2014-08-14,0,0,0,0,1,0,0,1,1
2014-08-14,0,0,0,1,0,0,0,1,1
2014-08-14,1,0,0,0,0,0,1,1,1
2014-08-14,0,0,0,0,7,0,0,7,33
2014-08-13,1,0,0,0,0,0,1,1,1
2014-08-08,1,0,33,0,0,0,0,33,33
2014-08-08,1,0,0,0,1,0,0,1,1
2014-08-07,1,0,0,0,0,2,0,2,2
2014-08-07,1,0,0,0,0,0,1,1,1
2014-08-07,1,0,0,0,0,0,1,1,1
2014-08-05,0,0,0,0,1,0,0,1,1
2014-08-04,1,0,0,0,0,0,1,1,1
2014-08-01,0,0,8,0,44,0,0,53,53
2014-08-01,1,0,0,0,2,0,0,2,2
2014-08-01,1,0,0,0,2,0,0,2,2
2014-07-31,0,0,0,0,235,0,0,235,1175
2014-07-31,0,0,0,1,0,0,0,1,1
2014-07-30,0,0,0,0,1,0,0,1,1
2014-07-30,0,0,0,0,1,0,0,1,1
2014-07-29,0,0,0,0,1,0,0,1,1
2014-07-28,0,0,0,0,1,0,0,1,1
2014-07-28,1,0,0,0,0,0,1,1,1
2014-07-25,1,0,0,0,0,0,1,1,1
2014-07-24,0,0,0,0,1,0,0,1,1
2014-07-17,0,0,0,0,1,0,0,1,1
2014-07-17,1,0,0,0,0,0,1,1,1
2014-07-17,1,0,0,0,0,0,1,1,1
2014-07-16,1,0,0,0,0,0,1,1,1
2014-07-16,1,0,0,0,0,0,1,1,1
2014-07-14,1,0,0,0,0,0,1,1,1
2014-07-11,1,0,0,0,0,0,1,1,1
2014-07-09,0,0,0,15,48,0,15,79,79
2014-07-09,0,0,0,0,1,0,0,1,1
2014-07-07,1,0,0,0,0,0,1,1,1
2014-07-01,1,0,0,0,0,2,0,2,2
2014-07-01,1,0,0,0,0,2,0,2,2
2014-06-30,0,0,12,0,47,0,0,60,60
2014-06-30,0,0,0,1,9,0,0,10,10
2014-06-30,0,0,0,0,6,0,0,6,6
2014-06-30,0,0,3,1,13,0,0,18,18
2014-06-30,0,0,5,1,13,0,0,19,19
2014-06-30,0,0,0,33,44,0,0,78,78
2014-06-30,0,0,0,13,19,0,0,32,32
2014-06-30,0,0,0,0,18,54,0,73,73
2014-06-30,1,0,0,0,38,0,0,39,39
2014-06-30,1,0,0,0,26,1,0,27,27
2014-06-30,0,0,0,0,55,0,0,55,274
2014-06-30,1,0,0,0,139,0,0,139,139
2014-06-30,1,0,0,0,135,0,0,135,135
2014-06-30,1,1,0,0,83,0,0,84,84
2014-06-30,0,0,0,19,73,0,0,92,93
2014-06-30,1,0,0,10,0,0,0,10,10
2014-06-30,1,0,0,0,201,0,0,202,202
2014-06-30,1,0,0,0,20,0,0,20,20
2014-06-30,1,0,0,48,0,0,0,49,49
2014-06-30,1,0,0,51,0,0,0,51,51
2014-06-30,1,1,0,155,0,0,0,155,155
2014-06-30,0,0,0,0,1,0,0,1,1
2014-06-27,0,0,0,0,11,0,0,11,11
2014-06-27,0,0,0,14,40,0,0,55,55
2014-06-27,1,1,189,32,21,2,1,245,245
2014-06-27,1,1,184,29,20,9,3,245,245
2014-06-27,1,0,0,0,7,0,0,7,7
2014-06-27,1,0,0,0,12,0,0,13,13
2014-06-27,1,0,0,0,9,0,0,9,9
2014-06-27,1,0,0,0,9,0,0,9,9
2014-06-27,1,0,0,0,8,0,0,9,9
2014-06-27,1,0,0,0,15,0,0,15,15
2014-06-27,1,0,0,0,19,0,0,20,20
2014-06-27,1,0,0,0,20,0,0,20,20
2014-06-27,1,0,0,0,42,0,0,42,42
2014-06-27,1,0,0,0,35,0,0,36,36
2014-06-27,1,0,0,0,15,0,0,15,15
2014-06-27,1,0,0,0,10,0,0,10,10
2014-06-27,1,0,0,0,12,0,0,12,12
2014-06-27,1,0,0,0,7,0,0,7,7
2014-06-27,1,0,0,0,30,0,0,30,30
2014-06-27,0,0,0,45,105,0,0,151,151
2014-06-27,0,0,0,41,94,0,0,136,136
2014-06-27,1,0,0,0,0,0,0,0,18
2014-06-27,1,0,0,0,0,0,0,0,44
2014-06-27,1,0,0,0,0,0,0,0,15
2014-06-27,1,0,0,0,0,0,0,0,54
2014-06-27,1,0,0,0,0,0,0,0,40
2014-06-27,1,0,0,0,38,0,0,38,38
2014-06-27,1,0,0,0,27,0,0,27,27
2014-06-27,1,0,0,0,24,0,0,24,24
2014-06-27,1,0,0,0,26,0,0,26,26
2014-06-27,1,0,0,0,44,0,0,44,44
2014-06-27,1,1,0,151,0,0,0,151,151
2014-06-27,1,0,0,0,0,0,1,1,1
2014-06-27,1,0,0,0,0,0,1,1,1
2014-06-26,0,0,0,0,4,0,0,4,4
2014-06-26,0,0,0,0,3,0,0,3,3
2014-06-26,0,0,0,0,4,0,0,4,4
2014-06-26,0,0,0,0,4,0,0,4,4
2014-06-26,0,0,12,0,27,0,0,40,40
2014-06-26,0,0,33,0,16,0,0,50,50
2014-06-26,1,0,0,0,36,0,0,37,37
2014-06-26,1,0,0,0,42,0,0,43,43
2014-06-26,1,0,0,0,48,0,0,49,49
2014-06-26,1,0,0,0,8,0,0,9,9
2014-06-26,1,0,0,0,18,0,2,21,21
2014-06-26,1,0,0,0,17,0,3,20,20
2014-06-26,1,0,0,0,16,0,4,21,21
2014-06-26,1,0,0,0,8,0,12,20,20
2014-06-26,1,0,0,0,6,0,4,10,10
2014-06-26,1,0,0,0,10,0,0,11,11
2014-06-26,1,0,0,0,7,0,3,11,11
2014-06-26,1,0,0,16,0,0,0,16,16
2014-06-26,0,0,182,0,110,0,0,293,293
2014-06-26,0,0,86,0,0,0,0,86,86
2014-06-26,0,0,0,0,62,0,0,62,280
2014-06-26,0,0,0,22,84,27,0,134,134
2014-06-26,0,0,0,8,77,0,0,86,86
2014-06-26,1,0,0,42,0,0,0,43,43
2014-06-26,0,0,0,0,153,22,0,176,176
2014-06-26,1,0,0,0,305,0,0,305,305
2014-06-26,1,0,0,7,6,1,0,15,15
2014-06-26,0,0,0,0,22,0,0,22,107
2014-06-26,1,0,0,0,8,0,0,9,9
2014-06-26,1,0,0,3,6,0,0,9,9
2014-06-26,1,0,0,0,45,0,0,46,46
2014-06-26,1,0,0,3,38,0,0,42,42
2014-06-26,0,0,0,0,41,0,0,41,201
2014-06-26,1,1,0,0,536,0,0,536,536
2014-06-26,1,0,0,0,0,0,422,422,422
2014-06-26,1,0,0,0,0,0,1,1,1
2014-06-26,1,0,0,0,0,0,1,1,1
2014-06-26,1,0,0,0,0,0,1,1,1
2014-06-25,1,1,0,0,41,0,10,51,51
2014-06-25,1,1,0,0,10,0,8,18,18
2014-06-25,1,1,0,0,10,0,8,18,18
2014-06-25,1,1,0,0,11,0,7,18,18
2014-06-25,1,0,1,16,1,0,0,18,18
2014-06-25,1,1,0,0,288,0,0,288,288
2014-06-25,1,0,0,0,0,0,1,1,1
2014-06-25,0,0,0,0,1,0,0,1,1
2014-06-25,0,0,0,0,1,0,0,1,1
2014-06-25,0,0,0,0,1,0,0,1,1
2014-06-25,0,0,0,0,1,0,0,1,1
2014-06-24,1,0,0,0,5,1,0,6,6
2014-06-24,1,0,0,0,4,4,0,8,8
2014-06-24,1,0,0,0,12,0,0,12,12
2014-06-24,1,0,0,0,15,0,0,16,16
2014-06-24,1,0,0,0,16,0,0,16,16
2014-06-24,1,0,0,0,19,12,0,31,31
2014-06-24,1,0,0,0,0,0,0,0,6
2014-06-24,1,0,0,16,0,0,0,16,16
2014-06-24,1,0,0,21,0,0,0,21,21
2014-06-24,1,0,0,20,0,0,0,20,20
2014-06-24,1,0,0,16,0,0,0,16,16
2014-06-24,1,0,0,21,0,0,0,21,21
2014-06-24,1,0,0,32,0,0,0,32,32
2014-06-24,1,0,0,13,0,0,0,13,13
2014-06-24,1,1,0,0,90,0,0,91,91
2014-06-24,1,0,0,0,21,0,0,21,21
2014-06-24,0,0,0,0,1,0,0,1,1
2014-06-23,1,1,42,1,0,0,0,44,44
2014-06-19,1,0,0,10,0,0,6,16,16
2014-06-19,1,0,0,0,0,0,20,21,21
2014-06-19,1,0,0,3,6,0,0,10,10
2014-06-19,1,0,0,11,9,0,0,21,21
2014-06-19,1,0,0,4,6,0,0,11,11
2014-06-19,1,0,0,0,0,20,0,21,21
2014-06-19,1,1,0,0,30,0,0,30,30
2014-06-19,1,1,0,0,41,0,0,41,41
2014-06-19,1,0,0,0,3,0,0,3,3
2014-06-19,1,0,0,3,0,0,0,3,3
2014-06-19,1,0,0,0,3,0,0,3,3
2014-06-19,1,0,0,0,3,0,0,3,3
2014-06-19,1,0,0,0,3,0,0,3,3
2014-06-19,1,0,0,0,3,0,0,3,3
2014-06-19,1,0,0,0,3,0,0,3,3
2014-06-19,1,0,0,0,3,0,0,3,3
2014-06-19,1,0,0,0,3,0,0,3,3
2014-06-19,1,0,0,0,3,0,0,3,3
2014-06-19,1,0,0,0,3,0,0,3,3
2014-06-19,1,0,0,0,3,0,0,3,3
2014-06-19,1,0,0,0,3,0,0,3,3
2014-06-19,1,0,0,0,3,0,0,3,3
2014-06-19,1,0,0,0,3,0,0,3,3
2014-06-19,1,0,0,2,1,0,0,3,3
2014-06-19,1,0,0,2,1,0,0,3,3
2014-06-19,1,0,0,1,1,0,0,3,3
2014-06-19,1,0,0,1,2,0,0,3,3
2014-06-19,1,0,0,0,2,0,0,2,2
2014-06-19,1,0,0,0,31,0,0,31,31
2014-06-19,1,0,0,0,54,0,0,54,54
2014-06-19,1,0,0,0,12,5,0,17,17
2014-06-19,1,0,0,0,54,11,0,65,65
2014-06-19,1,0,0,0,29,8,0,37,37
2014-06-19,0,0,0,1,0,0,0,1,1
2014-06-18,1,0,0,0,5,0,0,5,5
2014-06-18,1,0,0,0,5,0,0,5,5
2014-06-18,1,0,0,0,2,0,0,2,2
2014-06-18,1,0,0,0,6,0,0,6,6
2014-06-18,1,0,0,0,6,0,0,6,6
2014-06-18,1,0,0,0,2,0,0,2,2
2014-06-18,1,0,0,0,2,0,0,2,2
2014-06-18,1,0,0,0,2,0,0,2,2
2014-06-18,1,0,0,0,5,0,0,5,5
2014-06-18,1,0,0,0,3,0,0,3,3
2014-06-18,1,0,0,0,3,0,0,3,3
2014-06-18,1,0,0,0,4,0,0,4,4
2014-06-18,1,0,0,0,3,0,0,3,3
2014-06-18,1,0,0,0,3,0,0,3,3
2014-06-18,1,0,0,0,3,0,0,3,3
2014-06-18,1,0,0,0,9,0,0,9,9
2014-06-18,1,0,0,0,3,0,0,3,3
2014-06-18,1,0,0,0,2,0,0,2,2
2014-06-18,1,0,0,0,3,0,0,3,3
2014-06-18,1,0,0,0,3,0,0,3,3
2014-06-18,1,0,0,0,3,0,0,3,3
2014-06-18,0,0,0,0,160,0,0,160,761
2014-06-18,1,0,0,0,36,0,0,36,36
2014-06-18,1,0,0,0,8,0,0,8,8
2014-06-18,1,0,0,0,8,0,0,8,8
2014-06-18,1,0,0,0,8,0,0,8,8
2014-06-18,1,0,0,0,8,0,0,8,8
2014-06-17,1,0,0,0,0,2,0,2,2
2014-06-17,1,0,0,0,0,0,1,1,1
2014-06-17,0,0,0,0,1,0,0,1,1
2014-06-16,1,1,0,0,27,0,0,27,27
2014-06-16,1,1,0,0,17,0,0,17,17
2014-06-16,0,0,0,0,1,0,0,1,1
2014-06-13,1,0,0,0,8,0,0,8,8
2014-06-13,1,0,0,0,6,0,0,6,6
2014-06-13,1,0,0,0,8,0,0,8,8
2014-06-13,1,0,0,0,8,0,0,8,8
2014-06-13,1,0,0,0,6,0,0,6,6
2014-06-13,1,0,0,0,8,0,0,8,8
2014-06-13,0,0,0,0,1,0,0,1,1
2014-06-13,0,0,0,0,1,0,0,1,1
2014-06-12,0,0,0,0,1,0,0,1,1
2014-06-11,1,1,40,1,0,0,0,41,41
2014-06-11,1,0,0,0,1,0,0,1,1
2014-06-11,1,1,0,160,0,0,0,160,160
2014-06-09,0,0,0,1,0,0,0,1,1
2014-06-09,0,0,0,0,1,0,0,1,1
2014-06-06,0,0,0,0,1,0,0,1,1
2014-06-05,1,0,0,6,25,0,0,31,31
2014-06-05,1,0,0,0,1,0,0,1,1
2014-06-04,1,1,0,0,26,0,103,130,130
2014-06-04,0,0,0,0,1,0,0,1,1
2014-06-03,0,0,40,16,23,0,0,80,80
2014-05-30,1,0,0,28,0,0,0,29,29
2014-05-30,1,0,1,0,0,0,0,1,1
2014-05-30,1,0,0,0,3,0,0,3,3
2014-05-30,1,0,0,0,0,0,1,1,1
2014-05-29,0,0,0,0,1,0,0,1,1
2014-05-29,0,0,0,1,0,0,0,1,1
2014-05-29,0,0,0,0,1,0,0,1,1
2014-05-28,1,1,16,0,11,0,0,27,27
2014-05-28,0,0,0,0,1,0,0,1,1
2014-05-28,0,0,0,0,1,0,0,1,1
2014-05-22,0,0,0,0,1,0,0,1,1
2014-05-21,1,0,0,0,0,0,1,1,1
2014-05-21,0,0,0,1,0,0,0,1,1
2014-05-20,1,0,0,0,0,0,1,1,1
2014-05-19,0,0,0,0,1,0,0,1,4
2014-05-19,0,0,0,0,1,0,0,1,4
2014-05-16,0,0,0,0,1,0,0,1,1
2014-05-16,0,0,0,0,1,0,0,1,1
2014-05-15,1,0,0,0,0,0,1,1,1
2014-05-14,1,0,0,0,92,0,0,92,92
2014-05-13,1,0,0,0,0,0,1,1,1
2014-05-13,1,0,0,0,0,0,1,1,1
2014-05-12,0,0,0,0,1,0,0,1,1
2014-05-12,0,0,0,0,1,0,0,1,1
2014-05-12,0,0,0,0,1,0,0,1,1
2014-05-12,0,0,0,0,1,0,0,1,1
2014-05-09,1,0,0,0,110,0,0,111,111
2014-05-08,0,0,0,0,1,0,0,1,1
2014-05-07,1,1,0,0,0,26,0,26,26
2014-05-05,1,0,0,1,0,0,0,1,1
2014-05-05,0,0,0,0,1,0,0,1,1
2014-05-02,1,0,0,0,1,0,0,1,1
2014-05-02,0,0,0,0,1,0,0,1,1
2014-04-30,0,0,0,0,1,0,0,1,1
2014-04-28,1,0,0,0,0,0,1,1,1
2014-04-25,1,0,0,0,0,0,1,1,1
2014-04-25,0,0,0,0,1,0,0,1,1
2014-04-24,1,0,0,0,0,0,1,1,1
2014-04-24,0,0,0,0,1,0,0,1,1
2014-04-22,1,0,0,0,0,0,1,1,1
2014-04-22,0,0,0,0,1,0,0,1,1
2014-04-22,0,0,0,0,1,0,0,1,1
2014-04-18,0,0,0,1,0,0,0,1,1
2014-04-18,0,0,0,0,1,0,0,1,1
2014-04-16,0,0,0,0,1,0,0,1,1
2014-04-15,0,0,0,0,1,0,0,1,1
2014-04-11,0,0,0,0,1,0,0,1,1
2014-04-11,0,0,0,0,1,0,0,1,1
2014-04-11,0,0,0,0,1,0,0,1,1
2014-04-10,1,0,0,0,0,0,1,1,1
2014-04-10,0,0,0,0,1,0,0,1,1
2014-04-10,0,0,0,0,1,0,0,1,1
2014-04-08,1,0,0,0,4,0,0,4,4
2014-04-08,1,0,2,0,0,0,0,2,2
2014-04-08,0,0,0,0,1,0,0,1,1
2014-04-03,1,0,0,0,1,0,0,1,1
2014-04-03,0,0,0,0,1,0,0,1,1
2014-04-03,0,0,0,0,1,0,0,1,1
2014-04-02,1,0,0,0,0,0,1,1,1
2014-03-31,1,1,0,0,17,0,0,17,17
2014-03-31,1,1,0,0,10,0,0,10,10
2014-03-31,1,0,0,0,0,4,0,4,4
2014-03-31,1,0,0,0,0,0,1,1,1
2014-03-31,0,0,0,0,1,0,0,1,1
2014-03-28,0,0,0,0,12,0,0,12,60
2014-03-28,0,0,0,0,1,0,0,1,1
2014-03-28,0,0,0,0,1,0,0,1,1
2014-03-21,1,0,0,0,3,0,0,3,3
2014-03-21,0,0,0,1,0,0,0,1,1
2014-03-20,1,0,2,0,0,0,0,2,2
2014-03-20,0,0,0,0,1,0,0,1,1
2014-03-20,0,0,0,0,1,0,0,1,1
2014-03-19,1,1,0,0,21,0,0,22,22
2014-03-19,1,1,0,0,24,0,0,24,24
2014-03-19,1,1,0,0,18,0,0,18,18
2014-03-14,1,0,0,0,0,0,1,1,1
2014-03-14,0,0,0,0,6,0,0,6,27
2014-03-13,1,0,0,0,0,0,1,1,1
2014-03-12,1,0,0,0,17,66,0,84,84
2014-03-12,0,0,0,0,1,0,0,1,1
2014-03-11,1,0,0,2,0,0,0,2,2
2014-03-11,0,0,0,0,1,0,0,1,1
2014-03-11,0,0,0,0,1,0,0,1,1
2014-03-10,0,0,0,0,1,0,0,1,1
2014-03-10,0,0,0,0,1,0,0,1,1
2014-03-10,0,0,0,0,1,0,0,1,1
2014-03-10,0,0,0,1,0,0,0,1,1
2014-03-07,0,0,0,0,1,0,0,1,1
2014-03-07,0,0,0,0,1,0,0,1,1
2014-03-07,0,0,0,1,0,0,0,1,1
2014-03-07,0,0,0,0,1,0,0,1,1
2014-03-06,0,0,0,0,0,67,7,75,99
2014-03-06,1,0,0,1,10,0,0,11,11
2014-03-06,1,0,0,14,16,0,0,31,31
2014-03-06,1,0,0,0,0,0,1,1,1
2014-03-06,0,0,0,0,1,0,0,1,1
2014-03-03,1,0,0,0,0,0,1,1,1
2014-02-28,1,0,0,0,0,0,1,1,1
2014-02-28,1,0,0,0,0,0,1,1,1
2014-02-28,0,0,0,0,1,0,0,1,1
2014-02-27,1,0,0,0,0,0,1,1,1
2014-02-27,0,0,0,0,1,0,0,1,1
2014-02-26,0,0,8,0,11,0,3,23,55
2014-02-26,0,0,0,0,1,0,0,1,1
2014-02-26,0,0,0,0,1,0,0,1,1
2014-02-25,1,0,0,0,0,0,1,1,1
2014-02-25,1,0,0,0,0,0,1,1,1
2014-02-25,0,0,0,0,1,0,0,1,1
2014-02-21,0,0,0,0,1,0,0,1,1
2014-02-20,1,0,0,0,0,0,1,1,1
2014-02-19,0,0,0,0,1,0,0,1,1
2014-02-18,0,0,0,0,1,0,0,1,1
2014-02-14,1,0,1,0,0,0,0,1,1
2014-02-13,0,0,0,0,1,0,0,1,1
2014-02-12,0,0,0,0,1,0,0,1,1
2014-02-11,1,1,0,0,95,0,222,317,317
2014-02-11,0,0,0,0,1,0,0,1,1
